Serial,Code,Product Name (Arabic),Product Name (english),Description (Arabic),Description (English),Category (Arabic),Category (English),Net Cost Value,Cost Price,Net,Case Net,In Stock
207,1000142,مستكا ابيض,White Mastic,"مستكا ابيض من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",Mastic ابيض is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,3,3,0
208,1000143,تراب مسك,Musk Dust,"تراب مسك بخور عطري فاخر برائحة زكية ومميزة، يضفي أجواء من الراحة والاسترخاء.","تراب مسك is a luxurious aromatic incense with a distinctive fragrance, creating an atmosphere of comfort and relaxation.",البخور والعطور,Incense & Fragrances,0,0,2.9,2.9,0
209,1000144,املج مطحون,Ground Amla,"املج مطحون من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",Amla مطحون is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,3,3,0
210,1000145,حبه سوداء,Black Seed,"حبه سوداء من البذور الطبيعية عالية الجودة، غنية بالعناصر الغذائية والفيتامينات المفيدة للصحة.","Black Seed are high-quality natural seeds, rich in nutrients and vitamins beneficial for health.",البذور,Seeds,0,0,3,3,0
211,1000146,لبان ذكر عماني,Omani Male Frankincense,"لبان ذكر عماني من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",لبان ذكر Omani is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,378,63,6,6,0
212,1000147,صبره حضرمي,Hadrami Aloe (Sabra),"صبره حضرمي من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",صبره حضرمي is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,2,2,0
213,1000148,مومياء حجر (شيلاجيت ),Shilajit Stone (Mumiyo),"مومياء حجر (شيلاجيت ) من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",مومياء حجر شيلاجيت is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,2,2,0
214,1000149,ورق القراص,Nettle Leaves 2,"ورق القراص من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",Leaves القراص is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,0,0,0
215,1000150,ماجي خضار,Vegetable Maggi,"ماجي خضار من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",ماجي خضار is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,3,3,0
216,1000151,ماجي اصفر,Yellow Maggi,"ماجي اصفر من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",ماجي اصفر is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,3,3,0
217,1000152,ماجي ابيض,White Maggi,"ماجي ابيض من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",ماجي ابيض is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,3,3,0
218,1000153,بهارات عثمانيه الجودي,Al Joudi Ottoman Spices,"بهارات عثمانيه الجودي من التوابل الفاخرة، يضيف نكهة مميزة للأطعمة ويتميز بفوائده الصحية المتعددة.",بهارات عثمانيه الجودي is a premium spice that adds distinctive flavor to foods and has multiple health benefits.,التوابل,Spices,0,0,3,3,0
219,1000154,بهارات اثر,Athar Spices,"بهارات اثر من التوابل الفاخرة، يضيف نكهة مميزة للأطعمة ويتميز بفوائده الصحية المتعددة.",بهارات اثر is a premium spice that adds distinctive flavor to foods and has multiple health benefits.,التوابل,Spices,160,20,8,8,0
220,1000155,بهارات مشكله ناعمه,Fine Mixed Spices,"بهارات مشكله ناعمه من التوابل الفاخرة، يضيف نكهة مميزة للأطعمة ويتميز بفوائده الصحية المتعددة.",بهارات مشكله ناعمه is a premium spice that adds distinctive flavor to foods and has multiple health benefits.,التوابل,Spices,765,12.75,60,60,0
221,1000156,سكر نبات,Rock Candy (Sugar),"سكر نبات من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",سكر نبات is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,3,3,0
222,1000157,سكر نبات بالزعفران,Rock Candy with Saffron,"سكر نبات بالزعفران من التوابل الفاخرة، يضيف نكهة مميزة للأطعمة ويتميز بفوائده الصحية المتعددة.",سكر نبات بالزعفران is a premium spice that adds distinctive flavor to foods and has multiple health benefits.,التوابل,Spices,0,0,3,3,0
223,4.80001E+12,زيت مساج افكسنت 100مل  (حار),Efficent Massage Oil 100ml (Hot),"زيت مساج افكسنت 100مل  (حار) زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil مساج افكسنت 100مل حار is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,0,0,0
224,6.95712E+12,كريم الدكتور 300مل,Doctor Cream 300ml,"كريم الدكتور 300مل منتج تجميلي طبيعي آمن للاستخدام اليومي، يعتني ببشرتك بطريقة صحية وطبيعية.","كريم الدكتور 300مل is a natural cosmetic product safe for daily use, caring for your skin in a healthy and natural way.",مستحضرات التجميل,Cosmetics & Beauty,0,0,6,6,0
225,6.94784E+12,كريم كنتا تفتيح المناطق الحساسه 100جم,Kenta Sensitive Area Lightening Cream 100g,"كريم كنتا تفتيح المناطق الحساسه 100جم منتج تجميلي طبيعي آمن للاستخدام اليومي، يعتني ببشرتك بطريقة صحية وطبيعية.","كريم كنتا تفتيح المناطق الحساسه 100جم is a natural cosmetic product safe for daily use, caring for your skin in a healthy and natural way.",مستحضرات التجميل,Cosmetics & Beauty,0,0,5,5,0
226,6.94784E+12,غسول التفتيح المغربي للوجه كنتا 120جم,Kenta Moroccan Face Lightening Wash 120g,"غسول التفتيح المغربي للوجه كنتا 120جم من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",غسول التفتيح المغربي للوجه كنتا 120جم is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,6,6,0
227,4.0002E+12,كريم جليسوليد 125مل,Glysolid Cream 125ml,"كريم جليسوليد 125مل منتج تجميلي طبيعي آمن للاستخدام اليومي، يعتني ببشرتك بطريقة صحية وطبيعية.","كريم جليسوليد 125مل is a natural cosmetic product safe for daily use, caring for your skin in a healthy and natural way.",مستحضرات التجميل,Cosmetics & Beauty,0,0,6,6,0
228,4.0002E+12,كريم جليسوليد 250مل,Glysolid Cream 250ml,"كريم جليسوليد 250مل منتج تجميلي طبيعي آمن للاستخدام اليومي، يعتني ببشرتك بطريقة صحية وطبيعية.","كريم جليسوليد 250مل is a natural cosmetic product safe for daily use, caring for your skin in a healthy and natural way.",مستحضرات التجميل,Cosmetics & Beauty,0,0,6,6,0
229,4.0002E+12,كريم جليسرين 125مل,Glycerin Cream 125ml,"كريم جليسرين 125مل منتج تجميلي طبيعي آمن للاستخدام اليومي، يعتني ببشرتك بطريقة صحية وطبيعية.","كريم جليسرين 125مل is a natural cosmetic product safe for daily use, caring for your skin in a healthy and natural way.",مستحضرات التجميل,Cosmetics & Beauty,0,0,6,6,0
230,4.26022E+12,كريم جليسرين 250مل,Glycerin Cream 250ml,"كريم جليسرين 250مل منتج تجميلي طبيعي آمن للاستخدام اليومي، يعتني ببشرتك بطريقة صحية وطبيعية.","كريم جليسرين 250مل is a natural cosmetic product safe for daily use, caring for your skin in a healthy and natural way.",مستحضرات التجميل,Cosmetics & Beauty,0,0,6,6,0
231,4.0002E+12,زيت جليسرين الاصلي 100مل,Original Glycerin Oil 100ml,"زيت جليسرين الاصلي 100مل زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil جليسرين الاصلي 100مل is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,6,6,0
